date, user_name, likes, comment 
2021.09.18, 笑靥花开, 0, 太过分 
2021.09.18, 非易, 1, 有种爱叫放手 
2021.09.18, 岁月静好, 0, 我家一个人亲戚，肝癌，快90的年纪吧，不吃不喝挺了了一年半才走的，我就不明白他活着的意义，儿子从外地回来一住就是一年半，都瘦的不成样子。 
2021.09.18, 王不留行, 2, 放弃后也会是一辈子的遗憾 确实是两难境地，但是最后我们还是选择了遗憾，让爷爷安详的走了 
2021.09.18, 仙子, 1, 我，也后悔了，给父亲插管，可难受了 
2021.09.18, 景天雪, 0, 无意义的治疗，不如好好的离世。这也是孝顺。而不是以亲情的绑架痛苦而活。 
2021.09.17, 中教乘务（深圳）教育管理有限公司, 1, 很棒的视频，真的很棒 
2021.09.17, 欧欧, 0, 敬畏生命 
2021.09.17, AAA.       喜欢你., 0, 换到自己身上 都不愿连累家人。但有那个儿女能放弃自己父母的生命 若放弃 那就是后半辈子的恨自己 
2021.09.17, 胖仔, 6, 唯有被插过管的人才能经历这种痛，所以长辈到了这时候，绝不插管！ 
2021.09.17, MinMinMin12, 0, 一腔孤勇感情用事的情况下气管插管以后，面临的是更难的选择，更难做出拔管放弃治疗的决定，却要病人承受无尽的痛苦 
2021.09.17, 妙啊, 10, 致敬每一个用心的视频一点小建议，背景音乐稍微低点，有时压过旁白… 
2021.09.17, A-one小丫互相关注啊, 194, 我觉得他的儿子不是孝顺，是自私！这点道理他不懂吗？就是爱面子 这个爷爷太痛苦了 
2021.09.17, Z, 1, 说的真好 
2021.09.17, ～静 香～, 2, 节目做得很好，持续关注 
2021.09.17, ️, 0, @美美鱼 太痛苦了 
2021.09.17, …Leo, 0, @Enmoo 慎重看啊 icu故事很沉重 虽然点赞了 但舍不得你看呢 
2021.09.17, Whn, 1, 有一些是人间事的镜头 
2021.09.17, 善护念, 0, 我闺蜜的公公也是插管在ICU里待了九个月，很少有清醒的时候，就因为家人不同意他走 
2021.09.17, 不成仁变成东, 8, 让更多的人，了解，理解！ 
2021.09.17, 蔚雨, 0, 生与死，孝与顺 
2021.09.17, 通山皇朝车行 @小阮, 15, 其实真的没有必要，这样活着对病人来说太痛苦了。 
2021.09.17, Vivalavida, 0, 深静脉加引流管加尿管就已经很恐怖了 能动却不敢动 
2021.09.17, 绿叶菠, 4, 走心 
2021.09.17, 苍洱心, 1, 谢谢你，让我们看到这些 
2022.02.28, 默默, 0, 儿女们太自私了。老人家不舒服就让老人家安心的走，何必让一个老人这样痛苦。有时候尊重老人心愿也是一种孝顺 
2021.12.28, 小老头, 0, @ 
2021.12.27, 参陆伍, 0,  
2021.12.13, 小陈的陳, 0, @雯 
2021.12.13, , 0,    
2021.12.12, 我才不是小狗, 1, @快点放假（必过教资版） @冰糖肉包子ᴇᴍ @市民小宋 
2021.12.06, 逗你玩, 0,  
2021.11.11, 可乐兮, 0,  
2021.11.01, 家政讲师安老师, 0, @ 
2021.10.23, 牛小牛的妈妈爱种草～, 0,  
2021.10.21, 滿, 0, @小九爱吃泡芙. 
2021.10.20, 十二哥哥, 1, @我没一百分 @欢酱爱蛋挞 
2021.10.20, 冷月夜, 1, @AWM 
2021.10.20, my, 0, @最初 @Nnnnzzzz @袁梦 
2021.10.20, my, 0, @SC 
2021.10.20, 恩, 0, @卖蜡笔的小新 
2021.10.20, 恩, 0, @一池 
2021.10.20, 阿朱啊, 0, @知阿扎 
2021.10.11, Carrie睿, 0,  
2021.10.08, 老茄子麻麻～, 0, @曉ting @小胖儿是超人 @you 
2021.10.05, 超级热情, 0, @李嘎嘎 
2021.10.05, 泊岸, 0, @小辉辉和辉奶爸成长记 
2021.09.28, 旗哥, 0, @  
2021.09.24, 小茹呀, 1, @A 格式化  
2021.09.23, Jennings, 0, @l 
2021.09.20, 想吃积雨云, 0, @＠_＠…故人无少年…＠_＠ 
2021.09.19, xsy, 0, @深处的你 
2021.09.19, 房子, 0, @睡觉爱流口水的房子 
2021.09.19, 是CC呐, 0, 转发 · // 
2021.09.19, LINNNNQ., 0,  
2021.09.19, 拥有生er, 0, @咩. 
2021.09.18, , 0, @Cikd 
2021.09.18, 阮莹, 0, @BTV医者 
2021.09.18, 幽幽, 0,  
2021.09.17, 小美姐姐, 0,  
2021.09.17, …Leo, 0, @Enmoo 
2021.09.17, 是球可爱啊, 0, @毛玛 @用户1815286613356 
2021.09.19, 陈小姐, 0,  
2021.09.17, 小小波42, 8, 以后我要到了不可逆状态，拒绝任何开创性治疗，拒绝插管，拒绝心肺复苏，拒绝呼吸机 
2021.09.17, 牧牛童, 7, 有质量的生命活着才有意义，其实在他插管那一天，他已经离开了人世。 
2021.09.23, 大叔, 1, 唉。我也是遭遇过这种事的，做为子女都想自己的爸妈好起来能挺过来。知道有可能只是能延续几天。子女心里的痛苦和煎熬又有谁知道？ 
2022.03.04, 阿离, 1, 这是六爷那个老王吗 
2022.01.30, Mmmmm, 1, 看日期此老王非老王 
2022.01.25, 卑微的誓言9257, 1, 体面的离开才是最好的归宿。有时候舍不得也没办法，像那样的活着对患者来说是一种煎熬。 
2021.12.01, 中国弱智及低能儿研究中心, 1, 人家有苦衷啊，孙子马上就办婚礼，这时候办丧事?谁能丧事喜事一起办? 
2021.11.28, 隔壁老王, 1, 唉。 
2021.09.17, Серёжа 嘉伦, 1, 如果我有这么一天，我不需要体外维持设备，让我不疼的离开人间，让我有质量的死亡！ 
2021.09.17, 清清和多多, 1, 记得有一个医生说过，如果他的病情到了插管的程度，他坚决放弃 
2021.09.19, 平安是福（努力活着）, 0, 我有一次做完手术醒过来，就是在重症监护室里，手被绑着，眼睛上贴着胶带，嘴里还叉着呼吸管，那个时候真是难受的要死，嗓子里那个管子想吐，吐不出来咽，咽不下去，我只能拼命的拍床，韩医生来给我拔， 
2022.02.26, Who am I, 0, 愚孝 
2022.02.13, 彭悠，, 0, 今天才知道，心痛 
2022.02.11, 霸气的眼, 0, 这不是老王看了几遍 
2022.02.07, 宁乡市第一帥锅代表！浏~嘚~哗, 0, 这个不是六爷里面的老王 
2022.01.29, 、HeB, 0, 你又不是他 你怎么知道他不痛苦 
2022.01.25, 岑, 0, 终于？不是应该终究走了吗？你这用词貌似很没礼貌！ 
2022.01.24, 中年苏大强, 0, 这家人还是在为自已考虑，并没有考虑到父亲插管后的痛苦，这其实比放弃更不孝。医生是有良心的，知道这种病对于病人及家属都是一种精神折磨。说句难听的，这就是花钱让自己的父亲受着生不如死的刑罚。 
2022.01.24, 中年苏大强, 0, 我的父亲也是这样走完人生最后的几年，24小时吸氧，还要戴至少22小时的呼吸机面罩，吃两口饭就要喘半天，每天的活动范围就是床和床边的椅子，真心看着难受，最后也是在昏迷状态下走的。 
2022.01.24, 焰者, 0, 这个不是福建三明的老王 
2022.01.20, 文歌szc, 0, 是和六爷一起那个老王吗？ 
2022.01.17, 琪琪的仙女麻麻, 0, 太狠了儿女 
2022.01.17, 琪琪的仙女麻麻, 0, 我太恨了！！！ 
2022.01.16, 老二, 0, 其实在Icu病床上的老王是想没有痛苦体面的离世，感谢老王为我们带来的欢乐，老王一路走好 
2022.01.15, 叁少, 0, 老王一路走好 
2022.01.01, 意式家厨, 0, 不像老王 
2021.12.29, 冯选, 0, 插管，好痛苦的！ 
2021.12.29, 大  白, 0, 这个老王是天天逗我笑的那位吗？哎 
2021.12.14, 冯锁红, 0, 很好的纪录片 
2021.12.14, 潇洒的我, 0, 都感觉这样才是孝顺，哎，无知者无畏！ 
2021.12.02, 道行, 0, 我父亲就是这样的病走的，不过他生前严厉的跟我们说过，坚决不准给他插管，他不愿意受这罪！ 
2021.12.01, 用户897094710329, 0, 作为医务工作者的我来说好像不应该这么说，我一直认为呼吸机的发明真的可以说是弊大于利的 
2021.12.01, 随遇而安, 0, 儿女这样做并不是孝顺而是让老人活遭罪，有几个臭钱把老人折磨的多痛苦 
2021.11.29, 自由的飞翔, 0, 活着也难。。。 
2021.11.29, 安康, 0, 两年多前，我老父脑出血，手术后也是气切，插管，鼻饲，但两个多月还是走了。爸爸我爱您，想您，您在天堂还好吗？ 
2021.11.08, 小龙哥手游推荐, 0, 不舍是小爱，放手是大爱，但面对抉择时，真的能脑袋清醒吗？ 
2021.11.03, 关关雎鸠，在河之洲, 0, 这几个儿子真的很孝顺，这个年代太少了 
2021.10.26, 菲, 0, 没有尊严的活了生命中最后的一年零四个月 
2021.10.23, 行走的肌肉, 0, 人活着要有质量的活着 
2021.10.21, MissEmmaW, 0, 我经常看到类似的视频，文案和禅语，我明白这是在劝我放下，但失去妈妈的痛苦，遗憾和悔恨，真的没办法轻松放下虽然妈妈解脱了，但我心里特别舍不得希望天下父母安康 
2021.10.20, 十 三, 0, 无奈 无奈的医生 无奈的家人 无奈的老王 无奈。。。各有各的无奈。。。 
2021.10.19, 开心妈妈, 0, 如果有一天我也病入膏肓，必死无疑。我希望我的家人能让我痛快的走，别做无畏的挣扎，别让我受尽痛苦才放我走。 
2021.10.15, z, 0, 病人意识清醒，医生到底听病人本人还是家属的话，医生不应该寻求公安机关帮助，遵从病人本人的意愿吗 
2021.10.15, 透明人, 0, 虽然没有生存质量可言，但从法律上讲生存权不容放弃！ 
2021.10.14, 幽静, 0, 真是没法说对错，对病人很残酷，对活人很折磨，唉 
2021.10.09, 小富贵, 0, 我儿子现在就在ICU痛苦的活着 
2021.10.08, 天啦噜！, 0, @ʕ๑•ɷ•๑ʔ❀ 
2021.10.01, Madusa橙子, 0, 我老奶，九十多去世，她老年痴呆，大过年一起吃饭，说让我们把她推河里弄死，还自己偷跑说要找妈 
2021.09.29, 大脸蛋子兮兮, 0, 跟老公的姥姥一样的病 一年内住了无数次医院 出院两天一天半天不到就得又回医院 婆婆 姨婆舅舅看着痛苦的老人 忍痛不治了。那一刻感觉姥姥是轻松的 
2021.09.28, 韵, 0, 如果我经济可以，我也想我爸继续活着。哪怕插管。不是面子，而是只从他走后“爸爸”这个称呼，我再也没叫过。我想他，很想他。 
2021.09.27, 过往不恋, 0, 我会选择不插管，让老人安静的走，别那么痛苦才是他生命最后的尊严。 
2021.09.21, 松鼠宝宝, 0, 我家婆婆也这样 
2021.09.20, 迷雾678, 0, 人到老了。千万提前和儿女说清楚。到了这一步就是放弃治疗 
2021.09.20, 背影, 0, 终于理解有时候活着像条狗，死了才像个人这句话的含义！！！ 
2021.09.19, 保洁脑细, 0, 我妈在身体没出事前就说了以后不要进ICU不要抢救，她不想太受罪 
2021.09.19, 青柠薄荷, 0, 这样的儿女才是不孝 
2021.09.19, 顺鑫168, 0, 希望在生命的最后不要过度治疗，能有尊严的离开 
2021.09.19, 阿当当, 0, 唉，我的母亲就经历过 
2021.09.18, 息, 0, 何必呢，放手吧 
2021.09.18, 是叶子啊., 0, 很用心很好的视频 
2021.09.18, 木子妈咪, 0, 看到这个视频想到了我的父亲，痛 
2021.09.18, 山里红, 0, 我大姨父一氧化碳中毒，全身插管，等他转入普通病房，他说不应该救他，他插管生不如死 
2021.09.18, 大红袍, 0, 特别理性有内涵的视频 
2021.09.18, 高山流水, 0, 我不会做这样的选择，即使再有钱也不会。尊重生命，让老人有尊严的离开。 
2021.09.18, 千寻, 0, 这种病活着就是遭罪了 
2021.09.18, 阿毛, 0, 如果我到需要急救需要插管，千万不要救我！这是我告诉我女儿的叮嘱！ 
2021.09.18, 若兮, 0, 不要过度治疗 过度抢救 对于病人真的太痛苦了 
2021.09.18, 熙佑, 0, 老人脸色儿不好了，别受罪啦 
2021.09.18, (◦˙▽˙◦), 0, 哎，我奶奶临终前怪我们没让她顺行 
2021.09.17, 旁观者, 0, 一般有无知的人很多， 
2021.09.17, potato, 0, 现在家属还不能到icu服侍 
2021.09.17, ღ᭄ꦿ寂寥心空࿐, 0, 有这样借孝为“孝”的儿女我也是“服”了 
2021.09.17, 茉莉花开姐, 0, 明天是我母亲离开的十七年的祭日。当时因为来不及切管上呼吸机，我自责了很长时间。今天看了您的视频，我终于释然了……谢谢您！ 
2021.09.17, 東東, 0, 老人太受罪了太痛苦了 
2021.09.17, 九儿的华强, 0, 真有钱 
2021.09.17, 用户碧海兰天, 0,  
2021.09.29, 彦, 0, 理解生命，感谢分享 
2021.09.18, 美丽中华, 0, 我家老娘82周岁了，心脏不好，医生说可以做搭桥，我们还在犹豫，她有30年的糖药病史 
2022.01.21, 牛通, 1, 西医真没什么用！ 
2022.02.25, 女头头, 0, 把我这样对待我就把管道给拿掉 
2021.12.30, 辰辰, 0, 这是9月份的视频，9月份人家还好好的，你视频上面写走了，所以这不是他， 
2021.12.13, 为爱而飞, 0, 让他有尊严的，干干净净的走多好！ 
2021.12.12, 淡定的老猫, 0, 老人上辈子欠他们的 
2021.12.04, 快乐天使, 0, 为了儿孙的自私，为了自己颜面，为了所谓的孝顺，让老人受了那么多苦，让老人家生不如死，即便他多活了一年又能怎么样，活的没有尊严，过得没有质量…… 
2021.10.20, 生活处处是遺憾♡_, 0, 这叫生不如死，要正确面对生死，人四代同堂能怎样，都是空气 
2021.10.20, 笑笑, 0, 为了孙子结婚，请您继续辛苦的穿多几个洞 
2021.10.08, ds, 0, 医院里是最能看到人间百态和人情冷暖的地方 
2021.10.05, EGG, 0, 没有祝福的婚礼不会幸福 
2021.10.05, 舒克蜀黍, 0, 看着老人生不如死这不叫孝顺 
2021.09.21, 用户3904284085171, 0, 救吧老人又受罪，不救吧良心上又不好过。唉！如果在加上没有经济实力的又能怎么办，活着的时候多对老人好点吧。 
2021.09.20, 宅大白猫, 0, 养了三个上辈子是仇人的儿子吧 
2021.09.19, 金多多本多, 0, 这简直就是恐怖片 
2021.09.18, 外星人, 0, 这种儿子太自私了 简直就是不孝 
2021.09.18, 三点水～～, 0, 你们想没想到老人愿意不？还是应该首先尊重老人的意愿。 
2021.09.18, 蓶～的ning, 0, 越有钱越受罪！ 
2021.09.18, 夜色初薇, 0, 真的 到了这个时候 做所谓的治疗就是受罪 开放性的救治 病人太受罪了 
2021.09.17, 有一个人, 0, 婚礼推迟不就行了 
2021.09.17, 大老虎, 0, 听着真累呀，你配那么响的音乐干什么？我想听听到底你说的什么？不听了。 
2022.02.21, 雨纷飞, 0, 听到最后才觉得应该不是和六爷配合的那个老王啊，时间对不上啊，这个老王躺在病床上1年4个月，那个老王好像不到三个月吧 
2022.02.09, 江西科美管业有限公司, 0, 这不是抖音的老王吧 
2021.11.01, 巫刚-木恩特宠物生活馆, 0, 这种也算一种幸福吧！要知道99.9%的都是因为经济问题放弃了！在这个视频里我虽然找到了一丝所谓的安慰！愿因为当年我没有经济能力而放弃的叔叔能原谅我！因为我看见的是我的叔叔的求生欲@玩玩玩玩玩而已 
2021.10.20, 多么哇塞的姑娘, 0, 看不得这样的，心里难受 
2021.09.17, 慢慢活着～老郑, 1, 儿女们是在报恩？还是在报仇？ 
2021.10.15, 爱的幻想, 0, 这是不是天道中所理解的，所谓的孝顺，是以父亲的尊严为条件换来的！这是真的孝顺吗？ 
2021.10.08, 赵琳, 0, 对父母我会选择支持，要是自己我选择死亡。 
2021.10.05, 撒娇卖萌赖皮七, 0, 国外的icu患者可以签署不抢救 
2021.10.05, 今晚月光那么美, 0, 真的同样作为icu医生，有深深的体会，感同身受，这里的每一句话我都说过，反复和家属沟通，然而，结果都大相径庭。我们科里所有的同事都曾开玩笑的告知对方，如果我老了这样，请你们一定不要救我 
2021.10.03, 彬哥有理了, 0, 尊严！！！做人最基本的权利都没有，何谈活着 
2021.09.29, 井塘里, 0, 我爷爷胃癌去世，活生生饿死的早知道不如做手术，死在手术台就不会遭这么多罪 
2021.09.29, 小仙女, 0, 爸爸也是肺心脑病，如果当时我们放弃了对爸爸的抢救，爸爸可能就只活到60岁，但是我们不惜一切代价抢救，爸爸活到现在75岁，医生说这是医学奇迹！ 
2021.09.23, 雨1, 0, 就是不理智！我爸脑袋急性脑疝！就是脑死亡了！要不是为了叫我妈有个过程！我根本不支持开脑袋！就叫他走吧！有些病能治疗没钱借钱治疗！有些病拖车也是没意义就是叫他走吧 
2021.09.21, 猫大王の流水账, 0, 支持安乐死立法吧，最起码，让病人可以有权力决定放弃，可以有尊严的离开啊。 
2021.09.20, 用户8539865659626, 0, 好有钱可怜爷爷这么痛苦的活着像死人一样 
2021.09.18, 燕子, 0, 应该尊重患者的自主意愿 
2021.09.18, Saa.5a, 0, 我只是觉得这样有些自私 
2021.09.17, 九儿的华强, 0, 一年零四个月的icu，真有实力！ 
2021.09.17, 九儿的华强, 0, 真他妈有钱！ 
